file_index,head_std,eye_count_radio,MOA_count_radio,level_label
0,125.22112643030806,0.0,0.15714285714285714,0
1,75.07020796638585,0.0,0.4142857142857143,0
2,131.97316042747548,0.07142857142857142,0.04285714285714286,0
3,51.282681573179104,0.0,0.0,0
4,130.56751876182176,0.0,0.17142857142857143,0
5,68.80436278193214,0.0,0.0,0
6,58.85395143947423,0.0,0.0,0
7,78.21367758603999,0.0,0.0,0
8,22.75508784184241,0.0,0.0,0
9,44.86856860574801,0.0,0.0,0
10,31.527311078751968,0.0,0.0,0
11,204.3093178965132,0.0,0.014285714285714285,0
12,122.41866021330804,0.0,0.0,0
13,66.48418784106741,0.0,0.014285714285714285,0
14,86.83817987009037,0.04285714285714286,0.0,0
15,57.16846747384706,0.0,0.014285714285714285,0
16,41.56897424474537,0.0,0.02857142857142857,0
17,44.59952802216589,0.0,0.22857142857142856,0
18,90.59797879420582,0.0,0.04285714285714286,0
19,30.46294209227644,0.0,0.0,0
20,138.65951718430802,0.0,0.0,0
21,133.8819478934669,0.0,0.0,0
22,124.95086167349906,0.0,0.07142857142857142,0
23,66.94737658646267,0.0,0.17142857142857143,0
24,77.97887353357382,0.0,0.5,0
25,26.962255857594894,0.0,0.0,0
26,105.20724071705881,0.1,0.0,0
27,144.37603943973755,0.0,0.014285714285714285,0
28,75.06232938199254,0.0,0.0,0
29,48.96545838008633,0.0,0.0,0
30,32.72950293408566,0.0,0.0,0
31,29.234299777230113,0.0,0.0,0
32,34.05377783549168,0.0,0.0,0
33,79.7029781187334,0.08571428571428572,0.0,0
34,65.52329568785004,0.0,0.0,0
35,28.979363741596813,0.0,0.0,0
36,123.2600699377266,0.0,0.0,0
37,14.920702561095167,0.0,0.0,0
38,38.19656247310439,0.0,0.0,0
39,78.95842617464349,0.0,0.0,0
40,22.578272954057784,0.0,0.0,0
41,64.3780652651379,0.0,0.0,0
42,71.63686763863474,0.0,0.0,0
43,43.306176103569584,0.0,0.0,0
44,85.23406622315262,0.0,0.0,0
45,19.737352424006765,0.0,0.0,0
46,25.42959223880745,0.0,0.0,0
47,26.436652770020988,0.0,0.0,0
48,88.50675816915222,0.12857142857142856,0.0,0
49,55.34147395381944,0.04285714285714286,0.02857142857142857,0
50,128.8412364381757,0.014285714285714285,0.014285714285714285,0
51,64.11680668767019,0.02857142857142857,0.0,0
52,70.50333890243942,0.0,0.11428571428571428,0
53,110.0830372727531,0.014285714285714285,0.02857142857142857,0
54,96.3103528740372,0.014285714285714285,0.0,0
55,143.02765167973064,0.0,0.11428571428571428,0
56,90.98471330590392,0.0,0.0,0
57,47.8938992828109,0.0,0.0,0
58,66.00315793619568,0.0,0.0,0
59,40.56775834977997,0.0,0.0,0
60,32.25220430658289,0.0,0.0,0
61,63.194586185430786,0.0,0.0,0
62,50.85377380976856,0.0,0.0,0
63,194.39183531539985,0.07142857142857142,0.11428571428571428,0
64,44.35915639060029,0.0,0.014285714285714285,0
65,43.16630258901811,0.0,0.014285714285714285,0
66,124.93538365858507,0.05714285714285714,0.014285714285714285,0
67,74.96531571922866,0.0,0.0,0
68,152.4595395383714,0.0,0.0,0
69,60.3883871188198,0.0,0.0,0
70,79.29019817504934,0.0,0.05714285714285714,0
71,60.682191079965406,0.0,0.0,0
72,27.437048748177634,0.0,0.0,0
73,47.57957283672314,0.0,0.0,0
74,32.14331700546152,0.0,0.014285714285714285,0
75,97.33204576988567,0.12857142857142856,0.04285714285714286,0
76,36.36495951378263,0.0,0.0,0
77,106.5535370184661,0.0,0.44285714285714284,0
78,18.18580735602028,0.0,0.22857142857142856,0
79,45.082042047363686,0.0,0.0,0
80,70.26716272674162,0.0,0.014285714285714285,0
81,33.65082012976152,0.0,0.4,0
82,72.6382214494062,0.1,0.12857142857142856,0
83,41.16645667582104,0.0,0.0,0
84,71.5371753879668,0.014285714285714285,0.014285714285714285,0
85,92.99694122849748,0.0,0.02857142857142857,0
86,53.38467205136363,0.0,0.014285714285714285,0
87,51.80038276237678,0.0,0.014285714285714285,0
88,73.20948967459839,0.0,0.0,0
89,35.27947610237851,0.0,0.0,0
90,178.69064019513854,0.014285714285714285,0.08571428571428572,0
91,97.189191369265,0.0,0.08571428571428572,0
92,156.62266686169946,0.0,0.04285714285714286,0
93,228.50007900685497,0.0,0.0,0
94,185.453096048492,0.02857142857142857,0.05714285714285714,0
95,155.62977536437631,0.02857142857142857,0.0,0
96,221.4862804736601,0.0,0.0,0
97,54.085048249825554,0.0,0.0,0
98,84.29144071789865,0.014285714285714285,0.0,0
99,148.5391313999003,0.04285714285714286,0.02857142857142857,0
100,122.61589466440611,0.07142857142857142,0.0,0
101,181.47700939301438,0.014285714285714285,0.014285714285714285,0
102,113.64905416889084,0.0,0.0,0
103,141.86108814019622,0.0,0.0,0
104,83.69940251904036,0.0,0.08571428571428572,0
105,73.3845505660206,0.0,0.0,0
106,163.55909141019185,0.02857142857142857,0.0,0
107,28.45573058826034,0.0,0.0,0
108,75.05905352014976,0.0,0.3142857142857143,0
109,221.02684411056552,0.014285714285714285,0.04285714285714286,0
110,155.735451191889,0.04285714285714286,0.0,0
111,80.47345771282343,0.0,0.02857142857142857,0
112,35.97331781799672,0.0,0.0,0
113,34.89717534262461,0.0,0.0,0
114,56.570752976010645,0.0,0.0,0
115,85.19519939916664,0.0,0.0,0
